op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition,price,lat,lon
For sale,Purvciems,Ūnijas 76a,3,62.0,5.0,5.0,LT proj.,Panel,All amenities,68000.0,56.96065105,24.183332773969287
For sale,Ziepniekkalns,Valdeķu 60,4,79.0,6.0,9.0,602.,Panel,All amenities,72000.0,56.90156125,24.095424645270807
For sale,centrs,Lāčplēša 48,3,59.8,3.0,6.0,P. kara,Brick,All amenities,74750.0,56.95242629999999,24.1287007
For sale,Maskavas priekšpilsēta,Maskavas 182,2,48.0,6.0,9.0,467.,Panel,All amenities,35000.0,56.922806900000005,24.1703845
For sale,Imanta,"Kurzemes prospekts 52, Rīga",2,50.0,4.0,5.0,LT proj.,Panel,All amenities,41800.0,56.96334955,24.0273242
For sale,centrs,Zvaigžņu 13c,1,27.0,2.0,5.0,P. kara,Brick,All amenities,22500.0,56.960182,24.1473114
For sale,centrs,Blaumaņa 12,3,62.3,2.0,6.0,Renov.,Brick,All amenities,161980.0,56.9548306,24.1221141
For sale,centrs,Avotu 65a,1,27.0,1.0,2.0,P. kara,Wood,All amenities,23500.0,56.9533468,24.143541100000004
For sale,Maskavas priekšpilsēta,M. Lubānas 18,1,27.0,2.0,2.0,P. kara,Wood,All amenities,14800.0,56.9348571,24.166568104357875
For sale,Imanta,M. Krūmu 1,3,59.0,4.0,5.0,LT proj.,Panel,All amenities,62000.0,56.9572544,24.00220514768184
For sale,Vecmīlgrāvis,Emmas 10,2,68.0,1.0,3.0,Staļina,Brick,All amenities,19000.0,57.028980700000005,24.1100786
For sale,Ķengarags,Maskavas 258/6,1,30.0,1.0,5.0,LT proj.,Panel,All amenities,29500.0,56.94462625,24.11289204244252
For sale,Zolitūde,Gramzdas 17,4,90.0,4.0,9.0,119.,Panel,All amenities,95000.0,56.94490875,24.00897531693778
For sale,Pļavnieki,Ilūkstes 101,1,37.0,3.0,5.0,103.,Brick,All amenities,33000.0,56.9521699,24.195695298341715
For sale,Imanta,Anniņmuižas bulvāris 43,3,95.0,8.0,24.0,Jaun.,Masonry,All amenities,180000.0,56.95903060000001,24.013887042853
For sale,Iļģuciems,Buļļu 42 b,3,82.0,9.0,10.0,119.,Panel,All amenities,77500.0,56.965298,24.0573721
For sale,centrs,Strēlnieku 7,2,57.0,5.0,7.0,Jaun.,Masonry,All amenities,162000.0,56.9596279,24.1079909
For sale,Vecrīga,Peitavas 5,3,78.0,5.0,5.0,Renov.,Brick,All amenities,220000.0,56.9462191,24.1099153
For sale,Mežciems,Kaivas 50,3,92.0,2.0,5.0,Jaun.,Brick-Panel,All amenities,136000.0,56.95546705,24.24181865
For sale,Purvciems,Pūces 43,2,86.0,6.0,9.0,Jaun.,Panel,All amenities,99000.0,56.95305905,24.18957842050484
For sale,Ķengarags,Prūšu 4,2,44.0,3.0,5.0,Jaun.,Panel,All amenities,55372.0,56.914674700000006,24.18150793464188
For sale,centrs,Valdemāra 105,2,46.0,2.0,5.0,Specpr.,Brick-Panel,All amenities,58000.0,56.96543915,24.127778424915928
For sale,centrs,Miera 57a,2,92.0,5.0,5.0,Jaun.,Masonry,All amenities,172800.0,56.96762275,24.13416709123845
For sale,centrs,Miera 57a,2,97.0,2.0,4.0,Jaun.,Masonry,All amenities,168000.0,56.96762275,24.13416709123845
For sale,Mežciems,Hipokrāta 47,4,77.0,7.0,9.0,602.,Panel,All amenities,69500.0,56.96138255,24.23561975
For sale,centrs,Lienes 25,1,38.0,1.0,2.0,P. kara,Wood,All amenities,35000.0,56.9520814,24.14965264430115
For sale,Ķengarags,Maltas 22,2,38.0,4.0,5.0,LT proj.,Panel,All amenities,38000.0,56.90997115,24.18333841984573
For sale,Pļavnieki,Salnas 7,2,51.0,3.0,9.0,602.,Panel,All amenities,46500.0,56.94261579999999,24.2218763
For sale,Sarkandaugava,Sarkandaugavas 3,2,44.0,1.0,5.0,Staļina,Brick,All amenities,34000.0,56.9963311,24.12442585781475
For sale,Mežciems,Biķernieku 226,3,60.0,3.0,5.0,LT proj.,Brick,All amenities,55000.0,56.95822195,24.29356955
For sale,Dzegužkalns,Daugavgrīvas 68a,2,66.0,2.0,5.0,Staļina,Masonry,All amenities,75000.0,56.9559909,24.0695827
For sale,Citi,Parādes 3,3,65.0,1.0,5.0,Specpr.,Panel,All amenities,39000.0,57.04145835,24.032991320024124
For sale,centrs,Tomsona 9,3,127.0,2.0,3.0,Jaun.,Brick,All amenities,198000.0,56.96428355000001,24.12455414798608
For sale,Ķengarags,Maskavas 258,3,61.0,1.0,5.0,Hrušč.,Panel,All amenities,53500.0,56.8597884,24.3083417
For sale,centrs,Blaumaņa 36,2,55.0,3.0,5.0,P. kara,Masonry,All amenities,89000.0,56.95172905,24.125814894424444
For sale,Citi,Ezera 19,1,25.0,2.0,2.0,P. kara,Masonry,All amenities,25000.0,57.021333,24.13098685
For sale,Purvciems,Kastrānes 2a,2,39.0,2.0,5.0,Hrušč.,Brick,All amenities,35500.0,56.97017405,24.17807106279073
For sale,Jugla,Murjāņu 42,2,47.26,2.0,5.0,Hrušč.,Panel,All amenities,36500.0,56.9776497,24.248527740540155
For sale,Jugla,Juglas 29,3,57.0,4.0,5.0,Hrušč.,Panel,All amenities,52000.0,56.982083200000005,24.25121695557171
For sale,Zolitūde,Gramzdas 21,1,46.0,6.0,9.0,119.,Panel,All amenities,48000.0,56.9432218,24.00623186718856
For sale,centrs,Eksporta 2,3,59.7,5.0,4.0,Staļina,Panel-Brick,All amenities,101500.0,56.95619685,24.09881961535505
For sale,centrs,Katrīnas d. 17,2,59.0,1.0,6.0,Jaun.,Panel-Brick,All amenities,76000.0,56.9716816,24.1021951
For sale,Zolitūde,Augšzemes 7,3,75.0,2.0,4.0,Specpr.,Masonry,All amenities,125000.0,56.94388789999999,24.021638473844035
For sale,Āgenskalns,Melnsila 24,3,60.0,5.0,5.0,Hrušč.,Panel,All amenities,75000.0,56.94578335,24.064350448330263
For sale,Pļavnieki,Pļavnieku 5,2,51.0,6.0,9.0,602.,Panel,All amenities,53950.0,56.94249375,24.210727636044663
For sale,centrs,Kalniņa 1,1,30.36,4.0,5.0,Renov.,Masonry,Without amenities,69990.0,56.949246,24.12082191615919
For sale,centrs,Cēsu 43,3,71.0,1.0,5.0,P. kara,Masonry,All amenities,129000.0,56.9663395,24.1442451
For sale,Ķengarags,Maskavas 256/7,2,47.0,4.0,5.0,LT proj.,Panel,All amenities,51000.0,56.944585100000005,24.1127805007715
For sale,Mežciems,Gaiļezera 4,5,120.0,9.0,10.0,602.,Panel,All amenities,87000.0,56.96794800000001,24.23515863117775
For sale,Zolitūde,Gramzdas 17,2,61.0,6.0,9.0,119.,Panel,All amenities,65000.0,56.94490875,24.00897531693778
For sale,Purvciems,Dzelzavas 88,2,51.0,3.0,5.0,LT proj.,Panel,All amenities,49000.0,56.95394079999999,24.206367295092463
For sale,Vecrīga,Vecpilsētas 3,3,127.0,5.0,5.0,P. kara,Brick,All amenities,178000.0,56.946815,24.1115359
For sale,Āgenskalns,Mūkusalas 29,3,85.0,2.0,4.0,Jaun.,Masonry,All amenities,159000.0,56.93693955000001,24.10193236312368
For sale,Teika,Ropažu 14,3,74.0,2.0,10.0,Jaun.,Masonry,All amenities,121000.0,56.97673029999999,24.167657999605808
For sale,centrs,Kazarmu 2a,1,31.0,3.0,5.0,P. kara,Masonry,All amenities,62000.0,56.973102100000006,24.1419
For sale,centrs,Birznieka-Upīša 13,2,57.0,7.0,7.0,Jaun.,Panel,All amenities,140000.0,56.94932950000001,24.12648920560748
For sale,centrs,Birznieka-Upīša 10,3,95.0,2.0,5.0,Renov.,Masonry,All amenities,225675.0,56.9488745,24.12660274460919
For sale,Vecmīlgrāvis,Kāvu 1,2,39.0,5.0,5.0,LT proj.,Panel,All amenities,31500.0,57.03317275000001,24.099325400000005
For sale,Purvciems,Stirnu 55,3,60.0,3.0,5.0,LT proj.,Panel,All amenities,51000.0,56.96423965,24.1939779
For sale,Ķengarags,Rasas 2,3,60.0,1.0,5.0,LT proj.,Panel,All amenities,54500.0,56.9032733,24.19942425
For sale,centrs,Blaumaņa 12,2,43.0,1.0,6.0,P. kara,Masonry,All amenities,104370.0,56.9548306,24.1221141
For sale,Citi,Malēju 4a,1,38.0,4.0,4.0,Specpr.,Brick,All amenities,21000.0,56.90687475,24.220915782229994
For sale,Purvciems,Vaidavas 15/1,2,82.0,1.0,7.0,Jaun.,Panel,All amenities,89000.0,56.962213600000005,24.1761063
For sale,Ķengarags,Rasas 4,2,49.6,4.0,5.0,LT proj.,Panel,All amenities,38000.0,56.90364565,24.20167460058073
For sale,Purvciems,Stirnu 50b,3,56.1,1.0,4.0,Jaun.,Brick-Panel,All amenities,100000.0,56.9650621,24.195293300000003
For sale,Āgenskalns,Vīlipa 3,3,70.6,2.0,2.0,Renov.,Wood,All amenities,67600.0,56.94731475,24.06091526012472
For sale,Ziepniekkalns,Ozolciema 32,2,50.2,2.0,9.0,602.,Panel,All amenities,58000.0,56.89979805,24.098350150000005
For sale,centrs,Čaka 52,5,120.0,5.0,5.0,P. kara,Masonry,All amenities,220000.0,56.9542909,24.1329719
For sale,Sarkandaugava,Tilta 11,1,30.0,4.0,5.0,Hrušč.,Brick,All amenities,26333.0,56.9961933,24.1291468
For sale,centrs,Klusā 21,1,20.0,4.0,5.0,P. kara,Masonry,All amenities,34000.0,56.9758898,24.145391383510933
For sale,Purvciems,Stirnu 5,3,78.0,2.0,9.0,119.,Brick,All amenities,67000.0,56.95133675,24.18268402594345
For sale,Ķengarags,Lokomotīves 32,3,67.0,1.0,2.0,Staļina,Masonry,All amenities,45000.0,56.9129169,24.19312025000001
For sale,centrs,Grostonas 17,3,94.0,5.0,8.0,Jaun.,Panel,All amenities,198000.0,56.96998705,24.12421088272788
For sale,Citi,"Čiekurkalna 1. līnija 54, Rīga",2,41.0,2.0,2.0,Staļina,Masonry,Partial amenities,25500.0,56.9830526,24.171475328155708
For sale,centrs,Barona 64,4,123.0,4.0,6.0,P. kara,Masonry,All amenities,260000.0,56.9554028,24.1300127
For sale,centrs,Lāčplēša 54,3,56.2,2.0,6.0,P. kara,Masonry,All amenities,110000.0,56.9513816,24.1289619
For sale,centrs,Indrānu 15,2,54.0,1.0,5.0,P. kara,Masonry,All amenities,98000.0,56.9688549,24.145122067636223
For sale,centrs,Čaka 46,4,102.7,2.0,4.0,P. kara,Masonry,All amenities,123000.0,56.95362985,24.13240645830105
For sale,centrs,Čaka 46,3,80.8,4.0,4.0,P. kara,Masonry,All amenities,104000.0,56.95362985,24.13240645830105
For sale,Pļavnieki,"Jukuma Vācieša iela 4, Rīga",2,50.0,6.0,9.0,602.,Panel,All amenities,44000.0,56.93376,24.206545544004868
For sale,Purvciems,Deglava 122,3,78.0,6.0,9.0,119.,Panel-Brick,All amenities,82900.0,56.94708265,24.19762763990448
For sale,Citi,Dolomīta 2,1,34.0,5.0,5.0,Hrušč.,Brick,All amenities,28500.0,57.0264399,24.039197100000003
For sale,Purvciems,Deglava 108,3,75.0,6.0,9.0,119.,Panel,All amenities,78000.0,56.94719075,24.18675673388236
For sale,Pļavnieki,Ilūkstes 6,1,42.0,6.0,9.0,M. ģim.,Panel,All amenities,42000.0,56.9339826,24.19705084451608
For sale,Purvciems,Dzelzavas 25,3,62.0,7.0,9.0,602.,Panel,All amenities,65000.0,56.95966275,24.178496624952025
For sale,Pļavnieki,Jasmuižas 11,2,50.0,5.0,8.0,602.,Panel,All amenities,60000.0,56.936719,24.21155531690764
For sale,Citi,Zvīņu 3,2,60.0,2.0,2.0,Specpr.,Wood,Partial amenities,16790.0,57.0364757,24.025385434665004
For sale,Imanta,Anniņmuižas bulvāris 54,3,63.0,1.0,9.0,602.,Panel,All amenities,53000.0,56.9576685,24.008248
For sale,Ziepniekkalns,Komētas 26,3,77.0,1.0,4.0,Jaun.,Panel,All amenities,109000.0,56.914968,24.12289
For sale,Vecmīlgrāvis,"Vecmīlgrāvja 1. līnija 45, Rīga",2,50.0,1.0,5.0,LT proj.,Panel,All amenities,29999.0,57.03236675,24.0979969424333
For sale,Ziepniekkalns,Ozolciema 24/k1,1,46.0,5.0,10.0,119.,Masonry,All amenities,44500.0,56.8990307,24.0785989
For sale,centrs,Brīvības iela 114,2,62.0,4.0,6.0,Renov.,Brick,All amenities,113000.0,56.961977100000006,24.1348346
For sale,Ziepniekkalns,Līvciema 9,3,75.0,7.0,7.0,Specpr.,Panel,All amenities,65000.0,56.909571850000006,24.097641602805066
For sale,centrs,Birznieka-Upīša 13,2,55.0,4.0,7.0,Jaun.,Panel-Brick,All amenities,120000.0,56.94932950000001,24.12648920560748
For sale,Maskavas priekšpilsēta,Katoļu 9,2,38.0,4.0,5.0,P. kara,Masonry,All amenities,49600.0,56.94181855,24.136004360151063
For sale,Āgenskalns,Smiļģa 9,2,46.0,1.0,4.0,Renov.,Masonry,All amenities,80597.0,56.9348145,24.0753412
For sale,Purvciems,Dzelzavas 68,3,80.0,13.0,16.0,Specpr.,Masonry,All amenities,110000.0,56.95650225,24.186778306972908
For sale,Ziepniekkalns,Pīpeņu 10,2,59.0,2.0,5.0,Specpr.,Panel,All amenities,47488.0,56.91064295,24.09951605840851
For sale,Citi,Dārzaugļu 1,4,108.0,2.0,6.0,Renov.,Panel-Brick,All amenities,140400.0,56.96528365,24.15113459713732
For sale,Purvciems,Varavīksnes g. 6,3,64.0,2.0,9.0,602.,Panel,All amenities,68000.0,56.95044300000001,24.2008902
For sale,centrs,"Valdemāra 23, k2",3,95.0,1.0,6.0,Renov.,Masonry,All amenities,220000.0,56.9744532,24.1354959
For sale,Teika,Pudiķa 24,4,138.0,1.0,2.0,Priv. m.,Masonry,All amenities,180000.0,56.97638375,24.17944934751024
For sale,Zolitūde,Lejiņa 3,2,58.0,5.0,9.0,119.,Panel,All amenities,65000.0,56.94716445,24.01443718649524
For sale,centrs,Alūksnes 2,2,49.0,3.0,5.0,Staļina,Masonry,All amenities,68000.0,56.96925335,24.098869397266608
For sale,Ziepniekkalns,Komētas 34,3,76.6,1.0,4.0,Jaun.,Panel-Brick,All amenities,119000.0,56.914968,24.12289
For sale,Vecrīga,Šķūņu 6,1,15.0,3.0,4.0,P. kara,Masonry,All amenities,49990.0,56.9487783,24.1075908
For sale,Vecrīga,Šķūņu 6,1,32.0,3.0,4.0,P. kara,Masonry,All amenities,79990.0,56.9487783,24.1075908
For sale,Vecrīga,Šķūņu 6,1,15.0,2.0,4.0,P. kara,Masonry,All amenities,49990.0,56.9487783,24.1075908
For sale,Āgenskalns,Augļu 11,3,67.0,1.0,5.0,103.,Brick-Panel,All amenities,79000.0,56.93821515,24.07955375467484
For sale,Ziepniekkalns,Valdeķu 54,3,63.0,9.0,4.0,602.,Panel,All amenities,79000.0,56.9094064,24.0954157
For sale,centrs,Pērnavas 6,2,68.0,4.0,5.0,Staļina,Masonry,All amenities,103000.0,56.9659858,24.148010600000003
For sale,Purvciems,Viršu 7,2,58.0,5.0,9.0,119.,Panel,All amenities,67000.0,56.9521361,24.178036699999968
For sale,Citi,Vaiņodes 24a,3,59.0,1.0,5.0,LT proj.,Panel,All amenities,51970.0,56.914672200000005,24.0918129
For sale,centrs,Miera 105,2,48.4,1.0,6.0,Renov.,Masonry,All amenities,110000.0,56.96657629999999,24.1337504
For sale,Jugla,Malienas 72,3,59.0,4.0,5.0,LT proj.,Panel,All amenities,49500.0,56.97560265,24.251777799999985
For sale,Ziepniekkalns,Bērzupes 24a,3,59.0,1.0,5.0,LT proj.,Panel,All amenities,51970.0,56.914774,24.0943957
For sale,Āgenskalns,Daugavgrīvas 68 a,3,70.0,5.0,5.0,Staļina,Masonry,All amenities,98500.0,57.0164335,24.0628649
For sale,Vecmīlgrāvis,Meldru 24,3,57.0,3.0,5.0,LT proj.,Panel-Brick,All amenities,34900.0,57.03262235,24.09540702973588
For sale,centrs,Hospitāļu 40,4,108.0,1.0,5.0,Staļina,Brick,All amenities,115000.0,56.97588635,24.139172520738192
For sale,Citi,Skultes 5,2,38.0,2.0,3.0,Renov.,Masonry,All amenities,40700.0,56.9849578,24.18313399723757
For sale,Ziepniekkalns,Ozolciema 52,1,41.0,2.0,9.0,M. ģim.,Panel,All amenities,65000.0,56.9010096,24.099975638354906
For sale,Zolitūde,Zolitūdes 38/3,3,83.0,9.0,9.0,119.,Panel,All amenities,72300.0,56.9461963,24.0014164
For sale,Purvciems,Vairoga 11,3,75.0,1.0,3.0,Staļina,Brick,All amenities,85454.0,56.9693735,24.169398
For sale,Teika,Ropažu 74,3,66.0,2.0,5.0,103.,Brick-Panel,All amenities,62000.0,56.98189375,24.184871009048592
For sale,Jugla,Skrudalienas 15,2,48.0,1.0,2.0,Specpr.,Panel-Brick,All amenities,36500.0,56.9804249,24.25141255
For sale,Citi,Mores 17,2,65.0,1.0,3.0,Jaun.,Masonry,All amenities,90628.0,57.0200178,24.1371463
For sale,centrs,Tērbatas 65,4,124.0,4.0,5.0,P. kara,Masonry,All amenities,177777.0,56.9581924,24.1306619
For sale,Vecrīga,Vāgnera 12,4,136.0,2.0,2.0,P. kara,Masonry,All amenities,227700.0,56.94881585,24.11147385910852
For sale,centrs,Zvaigžņu 2b,1,25.0,2.0,5.0,P. kara,Brick,Partial amenities,18000.0,56.9584765,24.1461519
For sale,Vecrīga,Meistaru 8,4,82.0,4.0,5.0,P. kara,Masonry,All amenities,139000.0,56.95038470000001,24.1085452
For sale,Jugla,Murjāņu 56,2,46.0,2.0,5.0,LT proj.,Panel,All amenities,38000.0,56.97782785,24.25241215000004
For sale,Vecrīga,Bīskapa gāte 3,2,58.0,5.0,5.0,Staļina,Masonry,All amenities,100000.0,56.948717,24.102601427641872
For sale,Purvciems,Madonas 25,4,97.0,5.0,9.0,119.,Brick-Panel,All amenities,94800.0,56.960424,24.1732897
For sale,Zolitūde,Ruses 14,1,47.0,8.0,9.0,119.,Panel,All amenities,47000.0,56.94723615,24.00424127111961
For sale,Šampēteris-Pleskodāle,Kalnciema 106a,2,68.0,2.0,4.0,Jaun.,Masonry,All amenities,105000.0,56.93662655,24.04333565329861
For sale,Āgenskalns,Mārupes 47,2,74.0,1.0,5.0,Specpr.,Panel,All amenities,69900.0,56.92716239999999,24.076977177644547
For sale,centrs,Tomsona 9,3,91.0,4.0,7.0,Jaun.,Panel-Brick,All amenities,185000.0,56.96428355000001,24.12455414798608
For sale,Teika,Ropažu 14,3,69.0,3.0,10.0,Jaun.,Masonry,All amenities,119000.0,56.97673029999999,24.167657999605808
For sale,centrs,Lāčplēša 125,2,40.0,2.0,5.0,Renov.,Brick,All amenities,43900.0,56.9439002,24.1325617
For sale,Purvciems,Madonas 19,3,80.0,4.0,9.0,119.,Panel,All amenities,65000.0,56.96043465,24.17048602078153
For sale,centrs,Eksporta 2,2,59.0,2.0,5.0,Staļina,Masonry,All amenities,125000.0,56.95619685,24.09881961535505
For sale,Ziepniekkalns,Bruknas 8,3,77.0,8.0,10.0,119.,Panel,All amenities,75000.0,56.9023667,24.08653904645858
For sale,centrs,Akas 9,3,78.0,3.0,5.0,Specpr.,Brick-Panel,All amenities,169000.0,56.9568556,24.12558568223276
For sale,Ķengarags,Maltas 29,3,59.0,5.0,5.0,LT proj.,Panel,All amenities,49000.0,56.904551100000006,24.1941032
For sale,Vecmīlgrāvis,Skuju 2,2,48.0,1.0,5.0,103.,Panel-Brick,All amenities,37000.0,57.02928775,24.1022711
For sale,Imanta,Slokas 185,3,55.0,5.0,5.0,LT proj.,Panel,All amenities,45000.0,56.9631072,24.018805751784768
For sale,Vecmīlgrāvis,Anitas 3,2,63.0,1.0,2.0,Staļina,Masonry,All amenities,54000.0,57.02813745,24.11017850192908
For sale,Jugla,Juglas 35,2,47.0,2.0,5.0,LT proj.,Panel,All amenities,43000.0,56.9671659,24.282527353221607
For sale,centrs,Blaumaņa 12,1,34.5,5.0,7.0,Renov.,Masonry,All amenities,89700.0,56.9548306,24.1221141
For sale,Āgenskalns,Dzirciema 31a,1,45.0,1.0,3.0,Renov.,Panel-Brick,All amenities,69300.0,56.9553949,24.0522937
For sale,Āgenskalns,Dzirciema 31a,2,65.0,2.0,3.0,Renov.,Panel-Brick,All amenities,119000.0,56.9553949,24.0522937
For sale,Purvciems,Stirnu 33,2,48.3,5.0,9.0,602.,Panel,All amenities,55000.0,56.96007289999999,24.18609287102933
For sale,Pļavnieki,Salnas 24,1,39.0,5.0,5.0,M. ģim.,Panel,All amenities,30000.0,56.94167865,24.22621375
For sale,Iļģuciems,Buļļu 888,2,48.0,2.0,3.0,Hrušč.,Brick,All amenities,33500.0,56.965298,24.0573721
For sale,Citi,Ezermalas 2,2,53.0,6.0,12.0,Čehu pr.,Brick,All amenities,52000.0,56.9929332,24.1945177
For sale,Vecrīga,Kalēju 6,3,87.0,1.0,2.0,P. kara,Masonry,All amenities,230000.0,56.94868015,24.109829065059447
For sale,Mežciems,Biķernieku 102,3,75.0,7.0,16.0,104.,Panel,All amenities,75000.0,56.95996775,24.2349046
For sale,Imanta,Akāciju 6,1,46.0,6.0,9.0,Jaun.,Brick-Panel,All amenities,78000.0,56.95120260000001,24.0005229
For sale,Purvciems,Raunas 58,1,30.0,3.0,4.0,Specpr.,Brick,All amenities,31000.0,56.96759045,24.187589234701967
For sale,Šampēteris-Pleskodāle,Candera 25,4,71.0,3.0,5.0,Hrušč.,Brick,All amenities,67000.0,56.93643985,24.045061125116263
For sale,Ķengarags,Maskavas 254,2,48.0,5.0,5.0,Hrušč.,Panel,All amenities,39900.0,56.91162465,24.174374826982557
For sale,Ziepniekkalns,Ziepniekkalna 64,2,63.0,5.0,5.0,Jaun.,Brick-Panel,All amenities,86000.0,56.8974581,24.1389382
For sale,Sarkandaugava,"Viestura prospekts 45, Rīga",1,34.0,1.0,9.0,Specpr.,Brick,All amenities,26000.0,57.0019234,24.12799085
For sale,centrs,Skolas 25,4,125.0,4.0,5.0,P. kara,Masonry,All amenities,185000.0,56.956956000000005,24.117125
For sale,Citi,Jaunības 11,3,140.0,3.0,3.0,Jaun.,Brick-Panel,All amenities,79000.0,56.9868556,24.2987252
For sale,Pļavnieki,Slāvu 15,2,50.0,5.0,9.0,602.,Panel,All amenities,45000.0,56.92934845,24.17697404564987
For sale,Pļavnieki,Deglava 122,3,79.0,4.0,9.0,119.,Panel,All amenities,71100.0,56.94708265,24.19762763990448
For sale,Ķengarags,Bultu 3,1,32.0,7.0,9.0,467.,Panel,All amenities,28500.0,56.9078304,24.190457050579276
For sale,Ķengarags,Lokomotīves 82,3,58.0,9.0,9.0,467.,Panel,All amenities,58700.0,56.902508,24.213438312423985
For sale,Sarkandaugava,Sliežu 33,2,49.0,3.0,5.0,Hrušč.,Brick,All amenities,36000.0,57.008480000000006,24.12530709570524
For sale,Ziepniekkalns,Īslīces 14,1,36.0,10.0,12.0,Specpr.,Brick,All amenities,36500.0,56.9001589,24.08251363217124
For sale,Pļavnieki,Ilūkstes 6,1,41.0,8.0,9.0,M. ģim.,Panel,All amenities,35500.0,56.9339826,24.19705084451608
For sale,Purvciems,Žagatu 20a,3,62.0,5.0,9.0,602.,Panel,All amenities,55000.0,56.96295835,24.18734441334219
For sale,Dārzciems,Ļaudonas 1,2,132.0,2.0,2.0,Jaun.,Brick-Panel,All amenities,99000.0,56.9342971,24.184745884076644
For sale,Teika,Vidrižu 1.c,3,72.0,1.0,7.0,Specpr.,Brick-Panel,All amenities,83000.0,56.977035,24.1783728
For sale,Jugla,Silciema 7,2,44.0,4.0,5.0,Hrušč.,Panel,All amenities,47500.0,56.98755415,24.23870921456892
For sale,Ķengarags,Prūšu 22,2,42.0,3.0,5.0,Hrušč.,Brick,All amenities,46500.0,56.9134761,24.18677075
For sale,Ziepniekkalns,Tadaiķu 8/2,2,30.0,3.0,3.0,Hrušč.,Brick,All amenities,29000.0,56.9159682,24.093354
For sale,Āgenskalns,Alīses 5,2,71.0,1.0,5.0,Renov.,Masonry,All amenities,83800.0,56.94520010000001,24.06898779128
For sale,Ķengarags,"Maskavas 252-k-5, Rīga",2,48.0,3.0,5.0,LT proj.,Panel,All amenities,34999.0,56.9136866,24.173133454289516
For sale,Purvciems,Burtnieku 33,1,19.0,3.0,5.0,M. ģim.,Brick,All amenities,19900.0,56.9685701,24.1819824
For sale,Zolitūde,Lejiņa 3,2,58.0,5.0,9.0,119.,Panel,All amenities,65000.0,56.94716445,24.01443718649524
For sale,Imanta,Jūrmalas g. 92,3,60.0,9.0,9.0,Jaun.,Panel,All amenities,107042.0,56.95203525,24.00385322516397
For sale,Imanta,Jūrmalas g. 82,2,47.0,9.0,9.0,Jaun.,Panel,All amenities,76999.0,56.9524058,24.00650792370832
For sale,centrs,Alūksnes 1,1,25.0,3.0,6.0,Renov.,Masonry,All amenities,29102.0,56.9692798,24.0993905
For sale,Vecrīga,Arsenāla 7,3,80.0,3.0,4.0,P. kara,Masonry,All amenities,120000.0,56.95080655,24.10298145937508
For sale,centrs,Vesetas 10,3,86.0,5.0,7.0,Specpr.,Brick-Panel,All amenities,139900.0,56.96478135,24.12411370235151
For sale,Pļavnieki,Ulbrokas 22,3,62.0,5.0,9.0,602.,Panel,All amenities,64000.0,56.9440729,24.21773921259132
For sale,Ziepniekkalns,Līvciema 10,3,73.0,3.0,5.0,Specpr.,Brick-Panel,All amenities,79000.0,56.91083689999999,24.09825343092705
For sale,Jugla,Vidzemes al. 5,1,33.0,6.0,12.0,Čehu pr.,Brick-Panel,All amenities,37300.0,56.99212705,24.243102329506563
For sale,Vecmīlgrāvis,Emmas 28,2,39.0,1.0,4.0,Jaun.,Brick,All amenities,54500.0,57.03179875,24.116664434629
For sale,Dārzciems,Zeltiņu 56,1,43.0,4.0,5.0,M. ģim.,Panel,All amenities,34000.0,56.945871200000006,24.1762489
For sale,Citi,St. Rusas 22a,2,60.0,2.0,5.0,Specpr.,Panel-Brick,All amenities,185000.0,56.94358355,24.09167869020043
For sale,centrs,Klijānu 6,3,53.1,3.0,9.0,Jaun.,Panel-Brick,All amenities,75000.0,56.9726557,24.149311721285123
For sale,Purvciems,Burtnieku 36a,2,57.0,3.0,5.0,Jaun.,Brick-Panel,All amenities,80000.0,56.9670442,24.1820249
For sale,centrs,Ģertrūdes 93,1,49.0,4.0,5.0,P. kara,Masonry,All amenities,65000.0,56.95032385,24.13596767402321
For sale,centrs,Valdemāra 57,3,88.0,3.0,6.0,P. kara,Masonry,All amenities,200000.0,56.960378000000006,24.1197764
For sale,Dārzciems,Stopiņu 8,3,59.0,1.0,3.0,Renov.,Masonry,All amenities,83000.0,56.9492446,24.16848285
For sale,centrs,Brīvības iela 152,3,71.0,7.0,8.0,Specpr.,Brick,All amenities,85000.0,56.9649596,24.1420931
For sale,Maskavas priekšpilsēta,Daugavpils 49,1,22.0,3.0,5.0,P. kara,Masonry,All amenities,22000.0,56.9454255,24.14050111570797
For sale,Iļģuciems,Spilves 37,3,68.0,4.0,5.0,LT proj.,Panel,All amenities,57300.0,56.97067760000001,24.051375861894805
For sale,Ķengarags,Ikšķiles 7a,2,51.0,1.0,9.0,467.,Panel,All amenities,50700.0,56.9042432,24.2102561
For sale,Vecmīlgrāvis,Meldru 10,1,18.0,3.0,4.0,M. ģim.,Brick,All amenities,15500.0,57.0297257,24.10048275389461
For sale,Imanta,"Kurzemes prospekts 82, Rīga",2,50.0,9.0,9.0,602.,Panel,All amenities,42900.0,56.9677876,24.017659800000004
For sale,Iļģuciems,Buļļu 4,4,92.0,1.0,2.0,P. kara,Wood,All amenities,43000.0,56.9614467,24.065618791839565
For sale,Purvciems,Stirnu 14,1,42.0,3.0,5.0,M. ģim.,Panel,All amenities,45900.0,56.95362445000001,24.183362450000004
For sale,Citi,Maskavas 243,2,49.0,5.0,9.0,467.,Panel,All amenities,38500.0,56.9255124,24.168617999999995
